product_id,product_code,product_name,category_id,velocity_class_id,avg_retail_price,weight_lbs,shelf_life_days,supplier_id
2489,SPOR-1614,Costume Mask v312,4,3,299.99,8.71,NULL,28
2490,SPOR-1615,Dress Casual v312,4,1,299.99,36.13,NULL,30
2491,SPOR-1616,Curtains Blackout v312,4,2,29.99,15.67,NULL,27
2492,SPOR-1617,Action Figure Set v312,4,3,49.99,1.26,NULL,18
2493,SPOR-1618,Curtains Blackout v312,4,3,29.99,24.85,NULL,9
2494,SPOR-1619,Toy Car Remote v312,4,3,49.99,35.01,NULL,13
2495,SPOR-1620,Coffee Beans v312,4,2,29.99,11.06,NULL,10
2496,SPOR-1621,Butter Salted v312,4,3,299.99,9.92,NULL,10
2497,SPOR-1622,Yoga Mat v313,4,2,29.99,1.21,NULL,27
2498,SPOR-1623,Mouse Wireless v313,4,3,79.99,24.82,NULL,29
2499,SPOR-1624,Perfume Womens v313,4,3,29.99,37.17,NULL,9
2500,SPOR-1625,Plush Toy v313,4,3,49.99,35.42,NULL,10
2501,TOYS-1001,Lip Balm SPF v313,5,1,59.99,46.21,NULL,23
2502,TOYS-1002,Shampoo Moisturizing v313,5,1,89.99,42.09,NULL,14
2503,TOYS-1003,Gloves Winter v313,5,2,59.99,23.63,NULL,1
2504,TOYS-1004,Coffee Beans v313,5,2,39.99,15.53,NULL,13
2505,TOYS-1005,Power Bank 20000mAh v314,5,1,39.99,31.55,NULL,11
2506,TOYS-1006,Fireworks Pack v314,5,2,9.99,38.37,NULL,32
2507,TOYS-1007,Costume Mask v314,5,1,59.99,43.84,NULL,24
2508,TOYS-1008,Olive Oil Extra v314,5,3,59.99,39.50,NULL,23
2509,TOYS-1009,Video Game Controller v314,5,1,89.99,14.84,NULL,1
2510,TOYS-1010,Cologne Mens v314,5,1,59.99,20.84,NULL,6
2511,TOYS-1011,Polo Shirt v314,5,1,59.99,34.89,NULL,15
2512,TOYS-1012,Plant Pot Ceramic v314,5,2,9.99,38.48,NULL,18
2513,TOYS-1013,Coffee Maker v315,5,1,39.99,46.48,NULL,25
2514,TOYS-1014,Serum Vitamin C v315,5,1,39.99,40.06,NULL,14
2515,TOYS-1015,Bedding Set Queen v315,5,2,89.99,2.09,NULL,1
2516,TOYS-1016,Running Shoes v315,5,2,19.99,31.69,NULL,30
2517,TOYS-1017,Tablet 10in v315,5,1,89.99,11.43,NULL,1
2518,TOYS-1018,Tennis Racket v315,5,3,59.99,25.01,NULL,30
2519,TOYS-1019,Backpack Hiking v315,5,2,89.99,3.67,NULL,19
2520,TOYS-1020,Yo-Yo Classic v315,5,1,89.99,11.39,NULL,7
2521,TOYS-1021,Video Game Controller v316,5,1,19.99,8.61,NULL,32
2522,TOYS-1022,Dress Casual v316,5,2,19.99,36.88,NULL,13
2523,TOYS-1023,Bread Whole Wheat v316,5,2,89.99,27.34,NULL,9
2524,TOYS-1024,Vitamins Multi v316,5,2,59.99,1.57,NULL,12
2525,TOYS-1025,Webcam HD v316,5,1,89.99,38.03,NULL,12
2526,TOYS-1026,Christmas Tree 6ft v316,5,3,59.99,37.64,NULL,4
2527,TOYS-1027,Plush Toy v316,5,1,19.99,39.32,NULL,14
2528,TOYS-1028,Puzzle 1000pc v316,5,2,89.99,27.31,NULL,5
2529,TOYS-1029,Lip Balm SPF v317,5,1,9.99,35.49,NULL,21
2530,TOYS-1030,Puzzle 1000pc v317,5,2,59.99,3.04,NULL,19
2531,TOYS-1031,New Year Decoration v317,5,2,59.99,49.84,NULL,2
2532,TOYS-1032,Lego Set Large v317,5,1,89.99,39.93,NULL,1
2533,TOYS-1033,Tablet 10in v317,5,3,39.99,15.48,NULL,30
2534,TOYS-1034,Skateboard Pro v317,5,2,59.99,39.12,NULL,35
2535,TOYS-1035,Bedding Set Queen v317,5,1,19.99,7.23,NULL,3
2536,TOYS-1036,Plant Pot Ceramic v317,5,2,19.99,34.79,NULL,32
2537,TOYS-1037,Milk Whole 1gal v318,5,2,89.99,41.92,NULL,11
2538,TOYS-1038,Gloves Winter v318,5,3,9.99,1.65,NULL,19
2539,TOYS-1039,Bluetooth Speaker v318,5,1,9.99,45.59,NULL,16
2540,TOYS-1040,Vitamins Multi v318,5,1,19.99,30.68,NULL,24
2541,TOYS-1041,Deodorant Antiperspirant v318,5,2,59.99,41.43,NULL,13
2542,TOYS-1042,Vitamins Multi v318,5,1,9.99,29.53,NULL,33
2543,TOYS-1043,Fireworks Pack v318,5,2,59.99,24.54,NULL,9
2544,TOYS-1044,Ornament Pack v318,5,1,39.99,40.03,NULL,1
2545,TOYS-1045,New Year Decoration v319,5,2,89.99,42.96,NULL,21
2546,TOYS-1046,Yo-Yo Classic v319,5,1,89.99,11.14,NULL,16
2547,TOYS-1047,Building Blocks v319,5,2,39.99,37.28,NULL,11
2548,TOYS-1048,Bicycle Mountain v319,5,2,59.99,8.95,NULL,34
2549,TOYS-1049,Eggs Dozen v319,5,1,59.99,3.72,NULL,14
2550,TOYS-1050,T-Shirt Cotton v319,5,3,39.99,38.83,NULL,35
2551,TOYS-1051,Yoga Mat v319,5,3,39.99,28.00,NULL,14
2552,TOYS-1052,Mouse Wireless v319,5,2,39.99,11.97,NULL,5
2553,TOYS-1053,Butter Salted v320,5,1,9.99,12.42,NULL,18
2554,TOYS-1054,Pillow Memory Foam v320,5,3,39.99,1.06,NULL,26
2555,TOYS-1055,Pumpkin Decoration v320,5,2,39.99,24.08,NULL,9
2556,TOYS-1056,Smartphone X12 v320,5,2,39.99,22.34,NULL,14
2557,TOYS-1057,Christmas Tree 6ft v320,5,3,39.99,16.07,NULL,8
2558,TOYS-1058,Backpack Hiking v320,5,2,19.99,27.25,NULL,21
2559,TOYS-1059,Plant Pot Ceramic v320,5,3,39.99,46.45,NULL,35
2560,TOYS-1060,Action Figure Set v320,5,1,89.99,34.63,NULL,17
2561,TOYS-1061,Valentine Chocolate v321,5,2,59.99,13.22,NULL,8
2562,TOYS-1062,Puzzle 1000pc v321,5,1,89.99,32.35,NULL,21
2563,TOYS-1063,Costume Mask v321,5,1,59.99,14.57,NULL,18
2564,TOYS-1064,Tent 4-Person v321,5,1,19.99,43.14,NULL,7
2565,TOYS-1065,Eggs Dozen v321,5,1,19.99,30.94,NULL,34
2566,TOYS-1066,Video Game Controller v321,5,1,19.99,3.37,NULL,17
2567,TOYS-1067,Toy Car Remote v321,5,1,19.99,3.02,NULL,32
2568,TOYS-1068,Milk Whole 1gal v321,5,2,39.99,44.94,NULL,16
2569,TOYS-1069,Scarf Wool v322,5,1,89.99,16.24,NULL,9
2570,TOYS-1070,Dress Casual v322,5,1,39.99,23.48,NULL,6
2571,TOYS-1071,Halloween Costume v322,5,3,39.99,43.07,NULL,6
2572,TOYS-1072,Running Shoes Pro v322,5,3,59.99,14.73,NULL,14
2573,TOYS-1073,Polo Shirt v322,5,1,19.99,20.10,NULL,15
2574,TOYS-1074,Lip Balm SPF v322,5,3,9.99,42.36,NULL,25
2575,TOYS-1075,Jeans Classic Blue v322,5,1,89.99,48.85,NULL,11
2576,TOYS-1076,Smart Watch v322,5,1,59.99,10.13,NULL,4
2577,TOYS-1077,Water Bottle Insulated v323,5,3,59.99,19.50,NULL,35
2578,TOYS-1078,Olive Oil Extra v323,5,3,39.99,22.15,NULL,30
2579,TOYS-1079,Rice Basmati v323,5,2,89.99,2.82,NULL,21
2580,TOYS-1080,Laptop Pro 15 v323,5,1,39.99,36.72,NULL,29
2581,TOYS-1081,Shorts Summer v323,5,2,9.99,17.25,NULL,23
2582,TOYS-1082,Lip Balm SPF v323,5,3,19.99,15.93,NULL,7
2583,TOYS-1083,Milk Whole 1gal v323,5,1,19.99,7.02,NULL,15
2584,TOYS-1084,Shorts Summer v323,5,2,9.99,6.11,NULL,2
2585,TOYS-1085,Bedding Set Queen v324,5,3,19.99,7.18,NULL,2
2586,TOYS-1086,Building Blocks v324,5,2,9.99,41.19,NULL,3
2587,TOYS-1087,Snow Shovel v324,5,2,59.99,42.79,NULL,7
2588,TOYS-1088,Trading Card Pack v324,5,2,89.99,39.26,NULL,20
2589,TOYS-1089,Shorts Summer v324,5,3,9.99,9.51,NULL,1
2590,TOYS-1090,Eye Cream v324,5,1,19.99,3.02,NULL,9
2591,TOYS-1091,Bicycle Mountain v324,5,2,59.99,12.77,NULL,7
2592,TOYS-1092,Laptop Pro 15 v324,5,3,9.99,15.24,NULL,19
2593,TOYS-1093,Deodorant Antiperspirant v325,5,1,89.99,45.53,NULL,20
2594,TOYS-1094,Sweatshirt Hoodie v325,5,2,59.99,35.93,NULL,11
2595,TOYS-1095,New Year Decoration v325,5,1,19.99,9.09,NULL,4
2596,TOYS-1096,Eggs Dozen v325,5,3,39.99,23.46,NULL,10
2597,TOYS-1097,Bicycle Mountain v325,5,1,59.99,34.77,NULL,12
2598,TOYS-1098,Tennis Racket v325,5,3,59.99,26.47,NULL,6
2599,TOYS-1099,Power Bank 20000mAh v325,5,3,39.99,38.86,NULL,18
2600,TOYS-1100,Building Blocks v325,5,2,39.99,24.24,NULL,15
2601,TOYS-1101,Easter Basket v326,5,3,89.99,48.52,NULL,14
2602,TOYS-1102,USB-C Cable 6ft v326,5,1,89.99,32.53,NULL,7
2603,TOYS-1103,Serum Vitamin C v326,5,2,59.99,21.22,NULL,2
2604,TOYS-1104,Cologne Mens v326,5,2,89.99,4.07,NULL,10
2605,TOYS-1105,Toy Car Remote v326,5,1,89.99,48.95,NULL,27
2606,TOYS-1106,Deodorant Antiperspirant v326,5,3,9.99,19.73,NULL,33
2607,TOYS-1107,Water Bottle Insulated v326,5,2,19.99,13.43,NULL,9
2608,TOYS-1108,Coffee Maker v326,5,2,19.99,19.01,NULL,13
2609,TOYS-1109,Eye Cream v327,5,1,39.99,27.81,NULL,28
2610,TOYS-1110,Board Game v327,5,3,59.99,28.43,NULL,18
2611,TOYS-1111,Running Shoes Pro v327,5,1,19.99,7.94,NULL,22
2612,TOYS-1112,Keyboard Mechanical v327,5,1,59.99,41.95,NULL,25
2613,TOYS-1113,Sunscreen 50+ v327,5,2,9.99,32.82,NULL,22
2614,TOYS-1114,Costume Mask v327,5,1,9.99,32.22,NULL,30
2615,TOYS-1115,Vacuum Upright v327,5,1,9.99,17.85,NULL,30
2616,TOYS-1116,Winter Jacket v327,5,3,9.99,43.88,NULL,11
2617,TOYS-1117,Fireworks Pack v328,5,1,39.99,33.31,NULL,23
2618,TOYS-1118,Trading Card Pack v328,5,3,9.99,38.88,NULL,15
2619,TOYS-1119,Serum Vitamin C v328,5,3,9.99,8.57,NULL,10
2620,TOYS-1120,Action Figure Set v328,5,2,89.99,21.86,NULL,28
2621,TOYS-1121,Board Game v328,5,2,39.99,46.66,NULL,2
2622,TOYS-1122,Shampoo Moisturizing v328,5,2,39.99,36.67,NULL,25
2623,TOYS-1123,USB-C Cable 6ft v328,5,1,89.99,18.07,NULL,11
2624,TOYS-1124,Toothbrush Electric v328,5,2,19.99,34.60,NULL,34
2625,TOYS-1125,Yogurt Vanilla v329,5,1,19.99,40.37,NULL,5
2626,TOYS-1126,Dumbbells Set v329,5,2,19.99,37.12,NULL,21
2627,TOYS-1127,Webcam HD v329,5,2,19.99,5.15,NULL,4
2628,TOYS-1128,Coffee Beans v329,5,1,19.99,18.07,NULL,8
2629,TOYS-1129,Dumbbells Set v329,5,1,59.99,29.71,NULL,13
2630,TOYS-1130,Building Blocks v329,5,3,9.99,29.14,NULL,23
2631,TOYS-1131,Vitamins Multi v329,5,3,39.99,20.31,NULL,5
2632,TOYS-1132,Backpack Hiking v329,5,1,19.99,14.25,NULL,16
2633,TOYS-1133,Keyboard Mechanical v330,5,2,19.99,9.82,NULL,21
2634,TOYS-1134,Eye Cream v330,5,2,89.99,5.40,NULL,9
2635,TOYS-1135,Skateboard Pro v330,5,3,89.99,45.22,NULL,10
2636,TOYS-1136,Tent 4-Person v330,5,2,39.99,29.38,NULL,12
2637,TOYS-1137,Cologne Mens v330,5,2,59.99,5.90,NULL,25
2638,TOYS-1138,Laptop Pro 15 v330,5,1,89.99,12.52,NULL,4
2639,TOYS-1139,New Year Decoration v330,5,1,9.99,28.84,NULL,25
2640,TOYS-1140,Toothbrush Electric v330,5,2,39.99,10.92,NULL,17
2641,TOYS-1141,Vacuum Upright v331,5,2,9.99,46.84,NULL,25
2642,TOYS-1142,Pumpkin Decoration v331,5,2,19.99,2.51,NULL,13
2643,TOYS-1143,Coffee Beans v331,5,2,39.99,12.09,NULL,10
2644,TOYS-1144,Lamp Floor v331,5,1,19.99,37.93,NULL,31
2645,TOYS-1145,Coffee Maker v331,5,3,59.99,39.87,NULL,27
2646,TOYS-1146,Halloween Costume v331,5,2,39.99,12.80,NULL,13
2647,TOYS-1147,Trading Card Pack v331,5,1,19.99,10.31,NULL,2
2648,TOYS-1148,Rice Basmati v331,5,3,89.99,34.68,NULL,7
2649,TOYS-1149,Polo Shirt v332,5,2,39.99,7.86,NULL,25
2650,TOYS-1150,Polo Shirt v332,5,2,59.99,13.68,NULL,34
2651,TOYS-1151,Costume Mask v332,5,1,59.99,24.11,NULL,2
2652,TOYS-1152,Cheese Cheddar v332,5,2,89.99,9.65,NULL,1
2653,TOYS-1153,New Year Decoration v332,5,1,89.99,14.88,NULL,35
2654,TOYS-1154,Smart Watch v332,5,2,19.99,26.63,NULL,14
2655,TOYS-1155,Cap Baseball v332,5,2,59.99,43.06,NULL,9
2656,TOYS-1156,Serum Vitamin C v332,5,1,19.99,17.20,NULL,7
2657,TOYS-1157,Tent 4-Person v333,5,1,89.99,40.87,NULL,2
2658,TOYS-1158,Plant Pot Ceramic v333,5,3,89.99,26.15,NULL,25
2659,TOYS-1159,Bread Whole Wheat v333,5,3,59.99,32.23,NULL,4
2660,TOYS-1160,Serum Vitamin C v333,5,2,39.99,11.25,NULL,12
2661,TOYS-1161,Dumbbells Set v333,5,3,39.99,30.42,NULL,12
2662,TOYS-1162,Shampoo Moisturizing v333,5,2,89.99,37.83,NULL,18
2663,TOYS-1163,Jeans Classic Blue v333,5,1,59.99,8.17,NULL,22
2664,TOYS-1164,Doll Fashion v333,5,2,59.99,45.10,NULL,6
2665,TOYS-1165,Yo-Yo Classic v334,5,1,9.99,15.59,NULL,26
2666,TOYS-1166,Cologne Mens v334,5,1,9.99,25.40,NULL,33
2667,TOYS-1167,Backpack Hiking v334,5,2,39.99,25.88,NULL,18
2668,TOYS-1168,Milk Whole 1gal v334,5,1,9.99,8.50,NULL,35
2669,TOYS-1169,Bicycle Mountain v334,5,2,19.99,44.66,NULL,19
2670,TOYS-1170,Deodorant Antiperspirant v334,5,2,89.99,22.00,NULL,11
2671,TOYS-1171,Coffee Maker v334,5,1,9.99,12.08,NULL,21
2672,TOYS-1172,Running Shoes Pro v334,5,2,89.99,38.71,NULL,15
2673,TOYS-1173,Monitor 27in v335,5,1,89.99,7.15,NULL,4
2674,TOYS-1174,Keyboard Mechanical v335,5,2,59.99,5.90,NULL,1
2675,TOYS-1175,Dumbbells Set v335,5,2,39.99,29.82,NULL,32
2676,TOYS-1176,Power Bank 20000mAh v335,5,1,59.99,13.23,NULL,20
2677,TOYS-1177,Backpack Hiking v335,5,2,89.99,24.77,NULL,31
2678,TOYS-1178,Winter Jacket v335,5,2,89.99,44.83,NULL,21
2679,TOYS-1179,Face Mask Sheet v335,5,2,19.99,37.37,NULL,20
2680,TOYS-1180,Deodorant Antiperspirant v335,5,1,39.99,3.81,NULL,11
2681,TOYS-1181,Wireless Earbuds v336,5,2,89.99,46.67,NULL,25
2682,TOYS-1182,Sunscreen 50+ v336,5,2,89.99,15.67,NULL,22
2683,TOYS-1183,Polo Shirt v336,5,2,59.99,37.92,NULL,10
2684,TOYS-1184,T-Shirt Cotton v336,5,2,89.99,48.89,NULL,10
2685,TOYS-1185,Doll Fashion v336,5,1,59.99,9.57,NULL,3
2686,TOYS-1186,Bluetooth Speaker v336,5,2,59.99,31.45,NULL,35
2687,TOYS-1187,Monitor 27in v336,5,1,89.99,9.23,NULL,2
2688,TOYS-1188,Milk Whole 1gal v336,5,2,89.99,36.57,NULL,28
2689,TOYS-1189,Ice Melt Bag v337,5,3,19.99,8.91,NULL,11
2690,TOYS-1190,Curtains Blackout v337,5,1,89.99,27.37,NULL,11
2691,TOYS-1191,Tablet 10in v337,5,2,19.99,38.18,NULL,10
2692,TOYS-1192,Ornament Pack v337,5,2,9.99,34.70,NULL,25
2693,TOYS-1193,Curtains Blackout v337,5,3,19.99,46.22,NULL,17
2694,TOYS-1194,Clock Digital v337,5,3,59.99,43.28,NULL,22
2695,TOYS-1195,Olive Oil Extra v337,5,3,39.99,21.30,NULL,14
2696,TOYS-1196,USB-C Cable 6ft v337,5,2,89.99,32.13,NULL,27
2697,TOYS-1197,Olive Oil Extra v338,5,3,19.99,31.84,NULL,2
2698,TOYS-1198,Face Cream Moisturizer v338,5,1,19.99,28.83,NULL,34
2699,TOYS-1199,Smartphone X12 v338,5,2,89.99,21.18,NULL,20
2700,TOYS-1200,Action Figure Set v338,5,1,19.99,29.95,NULL,9
2701,TOYS-1201,Milk Whole 1gal v338,5,2,19.99,37.59,NULL,7
2702,TOYS-1202,Olive Oil Extra v338,5,2,89.99,27.11,NULL,8
2703,TOYS-1203,Coffee Maker v338,5,2,89.99,38.23,NULL,2
2704,TOYS-1204,Running Shoes Pro v338,5,1,9.99,27.42,NULL,32
2705,TOYS-1205,Doll Fashion v339,5,2,19.99,16.13,NULL,34
2706,TOYS-1206,Toy Car Remote v339,5,1,9.99,49.86,NULL,14
2707,TOYS-1207,Cheese Cheddar v339,5,3,59.99,3.74,NULL,6
2708,TOYS-1208,Jeans Classic Blue v339,5,2,19.99,31.16,NULL,15
2709,TOYS-1209,Video Game Controller v339,5,2,89.99,8.21,NULL,24
2710,TOYS-1210,Webcam HD v339,5,1,9.99,17.18,NULL,33
2711,TOYS-1211,Coffee Beans v339,5,2,39.99,43.99,NULL,31
2712,TOYS-1212,Polo Shirt v339,5,1,89.99,30.97,NULL,12
2713,TOYS-1213,Dumbbells Set v340,5,1,39.99,48.39,NULL,34
2714,TOYS-1214,Lego Set Large v340,5,3,39.99,45.75,NULL,14
2715,TOYS-1215,New Year Decoration v340,5,1,9.99,18.87,NULL,23
2716,TOYS-1216,Lamp Floor v340,5,2,59.99,36.18,NULL,9
2717,TOYS-1217,Yo-Yo Classic v340,5,1,39.99,21.44,NULL,32
2718,TOYS-1218,Board Game v340,5,3,59.99,31.75,NULL,31
2719,TOYS-1219,Winter Jacket v340,5,1,89.99,5.72,NULL,9
2720,TOYS-1220,Dumbbells Set v340,5,3,59.99,9.89,NULL,22
2721,TOYS-1221,Rice Basmati v341,5,3,39.99,13.25,NULL,18
2722,TOYS-1222,Lego Set Large v341,5,2,9.99,15.38,NULL,5
2723,TOYS-1223,Skateboard Pro v341,5,1,39.99,31.36,NULL,27
2724,TOYS-1224,Plush Toy v341,5,1,59.99,8.20,NULL,25
2725,TOYS-1225,Cheese Cheddar v341,5,1,59.99,24.31,NULL,8
2726,TOYS-1226,Tennis Racket v341,5,2,19.99,44.55,NULL,23
2727,TOYS-1227,Swim Goggles v341,5,1,59.99,14.02,NULL,3
2728,TOYS-1228,Toothbrush Electric v341,5,3,59.99,35.62,NULL,19
2729,TOYS-1229,Serum Vitamin C v342,5,2,59.99,49.55,NULL,19
2730,TOYS-1230,Fireworks Pack v342,5,2,59.99,34.46,NULL,35
2731,TOYS-1231,Milk Whole 1gal v342,5,1,19.99,46.81,NULL,34
2732,TOYS-1232,Serum Vitamin C v342,5,2,59.99,43.13,NULL,3
2733,TOYS-1233,Tablet 10in v342,5,1,19.99,29.43,NULL,12
2734,TOYS-1234,Valentine Chocolate v342,5,1,59.99,11.74,NULL,19
2735,TOYS-1235,Plush Toy v342,5,2,89.99,42.92,NULL,30
2736,TOYS-1236,Laptop Pro 15 v342,5,3,89.99,36.51,NULL,31
2737,TOYS-1237,Perfume Womens v343,5,2,9.99,41.96,NULL,2
2738,TOYS-1238,Christmas Tree 6ft v343,5,3,59.99,26.94,NULL,8
2739,TOYS-1239,Sweatshirt Hoodie v343,5,1,19.99,15.75,NULL,14
2740,TOYS-1240,Clock Digital v343,5,2,19.99,43.31,NULL,11
2741,TOYS-1241,Mouse Wireless v343,5,3,59.99,40.85,NULL,12
2742,TOYS-1242,Gloves Winter v343,5,1,89.99,23.90,NULL,23
2743,TOYS-1243,Coffee Maker v343,5,1,9.99,30.34,NULL,31
2744,TOYS-1244,Rice Basmati v343,5,1,39.99,33.66,NULL,19
2745,TOYS-1245,Video Game Controller v344,5,2,9.99,23.35,NULL,34
2746,TOYS-1246,Tennis Racket v344,5,3,39.99,38.74,NULL,3
2747,TOYS-1247,Mirror Wall v344,5,1,9.99,17.28,NULL,22
2748,TOYS-1248,Mirror Wall v344,5,2,39.99,31.04,NULL,23
2749,TOYS-1249,Coffee Maker v344,5,2,19.99,27.01,NULL,8
2750,TOYS-1250,Bread Whole Wheat v344,5,2,19.99,7.24,NULL,5
2751,TOYS-1251,Toaster 4-Slice v344,5,2,89.99,44.98,NULL,4
2752,TOYS-1252,Polo Shirt v344,5,2,19.99,3.24,NULL,10
2753,TOYS-1253,Pasta Box v345,5,2,89.99,47.31,NULL,33
2754,TOYS-1254,Monitor 27in v345,5,3,59.99,21.20,NULL,21
2755,TOYS-1255,Milk Whole 1gal v345,5,3,89.99,14.00,NULL,12
2756,TOYS-1256,Cereal Granola v345,5,1,89.99,44.06,NULL,18
2757,TOYS-1257,Face Cream Moisturizer v345,5,2,59.99,20.46,NULL,19
2758,TOYS-1258,Coffee Maker v345,5,1,39.99,46.68,NULL,18
2759,TOYS-1259,Yoga Mat v345,5,3,9.99,15.08,NULL,11
2760,TOYS-1260,Baseball Glove v345,5,3,39.99,19.12,NULL,1
2761,TOYS-1261,Toaster 4-Slice v346,5,3,39.99,2.23,NULL,1
2762,TOYS-1262,Baseball Glove v346,5,3,39.99,16.30,NULL,29
2763,TOYS-1263,Dress Casual v346,5,2,39.99,8.16,NULL,1
2764,TOYS-1264,Keyboard Mechanical v346,5,3,19.99,16.85,NULL,7
2765,TOYS-1265,Gloves Winter v346,5,2,9.99,27.46,NULL,7
2766,TOYS-1266,Snow Shovel v346,5,1,19.99,36.11,NULL,19
2767,TOYS-1267,Tablet 10in v346,5,1,89.99,25.50,NULL,26
2768,TOYS-1268,Wireless Earbuds v346,5,1,39.99,14.11,NULL,15
2769,TOYS-1269,Cereal Granola v347,5,1,59.99,29.32,NULL,11
2770,TOYS-1270,Bread Whole Wheat v347,5,3,9.99,16.79,NULL,25
2771,TOYS-1271,Christmas Tree 6ft v347,5,3,39.99,14.42,NULL,2
2772,TOYS-1272,Backpack Hiking v347,5,2,39.99,46.11,NULL,33
2773,TOYS-1273,Smart Watch v347,5,2,19.99,27.29,NULL,28
2774,TOYS-1274,Sunscreen 50+ v347,5,3,39.99,35.70,NULL,7
2775,TOYS-1275,Swim Goggles v347,5,1,89.99,4.96,NULL,6
2776,TOYS-1276,Skateboard Pro v347,5,2,39.99,14.62,NULL,22
2777,TOYS-1277,Gloves Winter v348,5,2,59.99,24.81,NULL,23
2778,TOYS-1278,Christmas Tree 6ft v348,5,3,9.99,38.55,NULL,27
2779,TOYS-1279,Fireworks Pack v348,5,1,59.99,15.66,NULL,29
2780,TOYS-1280,Vacuum Upright v348,5,1,9.99,16.78,NULL,4
2781,TOYS-1281,USB-C Cable 6ft v348,5,1,39.99,20.46,NULL,14
2782,TOYS-1282,Swim Goggles v348,5,2,89.99,36.29,NULL,19
2783,TOYS-1283,Webcam HD v348,5,1,9.99,38.83,NULL,29
2784,TOYS-1284,Smartphone X12 v348,5,2,59.99,10.11,NULL,26
2785,TOYS-1285,Skateboard Pro v349,5,1,9.99,31.98,NULL,16
2786,TOYS-1286,Dumbbells Set v349,5,3,89.99,28.39,NULL,16
2787,TOYS-1287,T-Shirt Cotton v349,5,2,39.99,39.27,NULL,28
2788,TOYS-1288,Olive Oil Extra v349,5,1,89.99,8.16,NULL,17
2789,TOYS-1289,Shampoo Moisturizing v349,5,2,19.99,19.30,NULL,2
2790,TOYS-1290,Curtains Blackout v349,5,3,19.99,38.92,NULL,10
2791,TOYS-1291,Pillow Memory Foam v349,5,3,59.99,25.31,NULL,13
2792,TOYS-1292,Toy Car Remote v349,5,2,59.99,37.64,NULL,12
2793,TOYS-1293,Running Shoes Pro v350,5,1,39.99,49.37,NULL,31
2794,TOYS-1294,Cheese Cheddar v350,5,1,9.99,30.00,NULL,17
2795,TOYS-1295,Power Bank 20000mAh v350,5,1,59.99,46.23,NULL,17
2796,TOYS-1296,Polo Shirt v350,5,1,39.99,8.47,NULL,15
2797,TOYS-1297,Costume Mask v350,5,1,89.99,29.60,NULL,21
2798,TOYS-1298,Deodorant Antiperspirant v350,5,3,89.99,1.00,NULL,3
2799,TOYS-1299,Lego Set Large v350,5,1,39.99,20.97,NULL,21
2800,TOYS-1300,Gloves Winter v350,5,2,89.99,16.40,NULL,10
2801,TOYS-1301,Toothbrush Electric v351,5,2,19.99,16.57,NULL,10
2802,TOYS-1302,Eggs Dozen v351,5,1,59.99,2.00,NULL,2
2803,TOYS-1303,Pumpkin Decoration v351,5,1,59.99,22.89,NULL,4
2804,TOYS-1304,Kite Sports v351,5,1,9.99,28.32,NULL,32
2805,TOYS-1305,Valentine Chocolate v351,5,2,19.99,48.91,NULL,26
2806,TOYS-1306,Toy Car Remote v351,5,2,89.99,33.87,NULL,35
2807,TOYS-1307,Coffee Maker v351,5,1,19.99,29.23,NULL,28
2808,TOYS-1308,Lamp Floor v351,5,2,19.99,24.47,NULL,27
2809,TOYS-1309,Coffee Beans v352,5,3,89.99,38.72,NULL,11
2810,TOYS-1310,Blender Smoothie v352,5,1,19.99,23.37,NULL,29
2811,TOYS-1311,Snow Shovel v352,5,2,19.99,1.49,NULL,12
2812,TOYS-1312,Jeans Classic Blue v352,5,1,19.99,37.18,NULL,18
2813,TOYS-1313,Yogurt Vanilla v352,5,1,89.99,13.21,NULL,26
2814,TOYS-1314,Doll Fashion v352,5,2,19.99,31.10,NULL,4
2815,TOYS-1315,Ornament Pack v352,5,2,89.99,31.39,NULL,25
2816,TOYS-1316,Perfume Womens v352,5,2,9.99,26.69,NULL,16
2817,TOYS-1317,Backpack Hiking v353,5,1,9.99,1.35,NULL,7
2818,TOYS-1318,Soccer Ball v353,5,1,59.99,17.98,NULL,25
2819,TOYS-1319,Tent 4-Person v353,5,1,89.99,28.90,NULL,33
2820,TOYS-1320,Action Figure Set v353,5,1,59.99,12.12,NULL,26
2821,TOYS-1321,Clock Digital v353,5,2,89.99,32.06,NULL,14
2822,TOYS-1322,Swim Goggles v353,5,1,19.99,22.80,NULL,32
2823,TOYS-1323,Sunscreen 50+ v353,5,2,9.99,6.21,NULL,34
2824,TOYS-1324,Backpack Hiking v353,5,2,59.99,13.17,NULL,14
2825,TOYS-1325,Milk Whole 1gal v354,5,1,89.99,5.01,NULL,15
2826,TOYS-1326,Eye Cream v354,5,1,19.99,18.63,NULL,29
2827,TOYS-1327,Bedding Set Queen v354,5,2,9.99,13.84,NULL,25
2828,TOYS-1328,Running Shoes Pro v354,5,1,19.99,3.90,NULL,13
2829,TOYS-1329,Olive Oil Extra v354,5,2,9.99,36.77,NULL,20
2830,TOYS-1330,Halloween Costume v354,5,1,19.99,25.87,NULL,34
2831,TOYS-1331,Tennis Racket v354,5,1,19.99,45.70,NULL,21
2832,TOYS-1332,Cologne Mens v354,5,1,89.99,14.79,NULL,15
2833,TOYS-1333,Snow Shovel v355,5,1,59.99,5.86,NULL,6
2834,TOYS-1334,Winter Jacket v355,5,2,19.99,28.28,NULL,22
2835,TOYS-1335,Mirror Wall v355,5,3,39.99,33.44,NULL,18
